pathogen_name,pathogen_type,frequency_hz,disease_count,associated_diseases,target_organs
Enterovirus,Virus,8.123.456,8,Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; CREIER – ENCEFALITA; Miocardita; Meningita virală (aseptică); ENCEFALITA; Encefalita trunchiului cerebral,pia mater encephali; cutis; granuloma dentis; mesencephalon; myocardium; occipital cerebrum; cerebrum totalis; dura mater encephali; pons; frontal cerebrum; cor
Coxsackie B5,Necunoscut,virus,8,Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; CREIER – ENCEFALITA; Miocardita; LEUCEMIE; ENCEFALITA; Encefalita trunchiului cerebral,erythrocutes; cutis; granuloma dentis; granulocytes; mesencephalon; myocardium; blood; occipital cerebrum; cerebrum totalis; pons; frontal cerebrum; cor
Coxsackie B5 (virus leucemie),Necunoscut,"359,000",8,Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; CREIER – ENCEFALITA; Miocardita; LEUCEMIE; ENCEFALITA; Encefalita trunchiului cerebral,erythrocutes; cutis; granuloma dentis; granulocytes; mesencephalon; myocardium; blood; occipital cerebrum; cerebrum totalis; pons; frontal cerebrum; cor
Echo-virus,Necunoscut,virus,8,GASTROENTERITA; Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; ENTERITA; CREIER – ENCEFALITA; ENCEFALITA; Encefalita trunchiului cerebral,duodenum; cardia; cutis; granuloma dentis; ventriculus; pylorus; mesencephalon; occipital cerebrum; cerebrum totalis; ileum; pons; frontal cerebrum; jejunum
Herpes simplex 6,Necunoscut,9.321.386,6,Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; CREIER – ENCEFALITA; ENCEFALITA; Encefalita trunchiului cerebral,cutis; granuloma dentis; mesencephalon; occipital cerebrum; cerebrum totalis; pons; frontal cerebrum
Human diabet parechovirus,Necunoscut,virus,8,GASTROENTERITA; Encefalita limbică; Encefalita amoebiană granulomatoasă (Acanthamoeba spp.); Encefalita cu virus herpes simplex; ENTERITA; CREIER – ENCEFALITA; ENCEFALITA; Encefalita trunchiului cerebral,duodenum; cardia; cutis; granuloma dentis; ventriculus; pylorus; mesencephalon; occipital cerebrum; cerebrum totalis; ileum; pons; frontal cerebrum; jejunum
Klebsiella pneumoniae,Bacterie,"398,450",15,Infecții urinare; CREIER — MENINGITA; Meningita bacteriană; Infecții; Meningita carcinomatoasă; Meningita tuberculoasă; Pneumonia; Infecții urinare și renale; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); URINA (INFECȚII URINARE) SAU CISTITA; Meningita bacteriană acută; Septicemie bacteriană,erythrocutes; bronchi; pia mater encephali; renes; lymph; blood; occipital cerebrum; pulma; cerebrum totalis; dura mater encephali; frontal cerebrum; vesies urinaria; cor
Acinetobacter baumanni,Frecvența alternativă,bacterie,13,"Infecții urinare; CREIER — MENINGITA; Infecții; Meningita bacteriană; Meningita carcinomatoasă; Meningita tuberculoasă; Infecții urinare și renale; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); Meningita bacteriană acută; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; pia mater encephali; renes; lymph; blood; occipital cerebrum; cerebrum totalis; dura mater encephali; frontal cerebrum; vesies urinaria; cor
Capsule bacteriene,360,357.6,9,Meningita tuberculoasă; CREIER — MENINGITA; Meningita bacteriană; Meningita carcinomatoasă; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); Meningita bacteriană acută,pia mater encephali; occipital cerebrum; cerebrum totalis; dura mater encephali; frontal cerebrum
Enterococcus faecalis,Necunoscut,bacterie,18,"Infecții urinare; CREIER — MENINGITA; Infecții; Meningita bacteriană; Endocardita bacteriană; Meningita carcinomatoasă; Endocardita bacteriană (streptococi viridans sau enterococi); Endocardita Infecțioasă; Infecții urinare și renale; Meningita tuberculoasă; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); Endocardita gonococică; Meningita bacteriană acută; URINA (INFECȚII URINARE) SAU CISTITA; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; pia mater encephali; endocardium; renes; myocardium; mitrai valve; occipital cerebrum; blood; cerebrum totalis; lymph; dura mater encephali; frontal cerebrum; vesies urinaria; cor
Klebsiella pneumoniae (pneumonie),"401, 419",404.65,15,Infecții urinare; CREIER — MENINGITA; Meningita bacteriană; Infecții; Meningita carcinomatoasă; Meningita tuberculoasă; Pneumonia; Infecții urinare și renale; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); URINA (INFECȚII URINARE) SAU CISTITA; Meningita bacteriană acută; Septicemie bacteriană,erythrocutes; bronchi; pia mater encephali; renes; lymph; blood; occipital cerebrum; pulma; cerebrum totalis; dura mater encephali; frontal cerebrum; vesies urinaria; cor
Klebsiella pneumoniae – pneumonie,"401, 419",404.65,15,Infecții urinare; CREIER — MENINGITA; Meningita bacteriană; Infecții; Meningita carcinomatoasă; Meningita tuberculoasă; Pneumonia; Infecții urinare și renale; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); URINA (INFECȚII URINARE) SAU CISTITA; Meningita bacteriană acută; Septicemie bacteriană,erythrocutes; bronchi; pia mater encephali; renes; lymph; blood; occipital cerebrum; pulma; cerebrum totalis; dura mater encephali; frontal cerebrum; vesies urinaria; cor
Streptococcus viridans,Necunoscut,bacterie,9,Meningita tuberculoasă; CREIER — MENINGITA; Meningita bacteriană; Meningita carcinomatoasă; Meningita criptococică; Meningita streptococică (grup B); Meningita fungică (ex. Cryptococcus neoformans); Meningita virală (aseptică); Meningita bacteriană acută,pia mater encephali; occipital cerebrum; cerebrum totalis; dura mater encephali; frontal cerebrum
Parvo-virus B19,Necunoscut,virus,2,CREIER— HUNTINGTON (boala lui...) sau (COREE a lui ...); GLANDA TIROIDA — BASEDOW (boala a lui...) SAU GUSA EXOFTALMICA,conjunctiva; glandula thyreoidea; occipital cerebrum; cerebrum totalis; crystalline lens; cornea; frontal cerebrum; vitreous body
Trypanosoma equiperdum,"448, 442, 438","434,600",3,CREIER— HUNTINGTON (boala lui...) sau (COREE a lui ...); Hipoxemia severă (Sindromul de detresă respiratorie a adultului - ARDS); GLANDA TIROIDA — BASEDOW (boala a lui...) SAU GUSA EXOFTALMICA,bronchi; conjunctiva; glandula thyreoidea; occipital cerebrum; pulma; cerebrum totalis; crystalline lens; cornea; frontal cerebrum; vitreous body
Cryptococcus neoformans,Necunoscut,ciuperca,3,Pneumonia; Meningita criptococică; Criptococoza,bronchi; pia mater encephali; occipital cerebrum; pulma; cerebrum totalis; dura mater encephali; frontal cerebrum
Madurella grilea,Necunoscut,ciuperca,3,Micetomul; Deficit de zinc și vitamina A; Hipoxemia severă (Sindromul de detresă respiratorie a adultului - ARDS),bronchi; petina et chorioidea; cutis; os; blood; pulma; bones
Borna virus,Necunoscut,virus,3,DEPRESIE; MANIACO-DEPRESIE; Depresie,cerebrum totalis; corpus amygdaloid.; hypophysis
Shigella flexneri depression,Necunoscut,"394,000",3,DEPRESIE; Depresie; Incontinența urinară la femei (asociată cu prolaps pelvin),uterus; cerebrum totalis; hypophysis; vesies urinaria; corpus amygdaloid.
Ancylostoma braziliense (adult),Parazit,"397,600",3,Larva migrans viscerală și oculară; Larva migrans cutanată; DERMATITA,petina et chorioidea; hepar; cutis
Angiostoma braziliens,Parazit,4.646.264,3,Larva migrans viscerală și oculară; Larva migrans cutanată; DERMATITA,petina et chorioidea; hepar; cutis
Gyrodactylus,Parazit,"378,750",1,DERMATITA,cutis
Acarian,Necunoscut,-,1,DERMATITA,cutis
Ancylostoma brazilensis,Necunoscut,parazit,3,Larva migrans viscerală și oculară; Larva migrans cutanată; DERMATITA,petina et chorioidea; hepar; cutis
Baraben mix (Paraben mix),Cancerogen,-,1,DERMATITA,cutis
Necator americanus (larve infectante),Necunoscut,-,1,DERMATITA,cutis
Dipetaloxcema persians,Necunoscut,parazit,4,EDEM; Dermatita schistosomică (pruritul înotătorului); Edem; Prurit,erythrocutes; cutis; renes; blood; cor
Mobiluncus vaginale uretral,Necunoscut,bacterie,10,"Miozita cu Corpi de Incluziune; MIROS; Intoxicație cu monoxid de carbon; Intoxicația cu gaz de ardere (fum sau gaz toxic); Pneumonia cu pulberi organice (exemplu: sporii de ciuperci); Dermatitis de Contact cu Iritant; Intoxicație cu inhibitori de monoaminooxidază (IMAO); Intoxicația cu dioxid de azot; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Diabetul zaharat de tip II cu depuneri amiloidice",erythrocutes; bronchi; muscle; cutis; renes; lymph; blood; bulbus olfactorius; pulma; cerebrum totalis; mucosa nasalis; pancreas; cor
Sorghum syrup,Fungi,"277,000",10,"Miozita cu Corpi de Incluziune; Intoxicație cu monoxid de carbon; Intoxicația cu gaz de ardere (fum sau gaz toxic); Pneumonia cu pulberi organice (exemplu: sporii de ciuperci); Fusarioza; Dermatitis de Contact cu Iritant; Intoxicație cu inhibitori de monoaminooxidază (IMAO); Intoxicația cu dioxid de azot; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Diabetul zaharat de tip II cu depuneri amiloidice",erythrocutes; bronchi; muscle; cutis; renes; lymph; blood; pulma; cerebrum totalis; pancreas; cor; Sistemic
Trichinella spiralis (muscle),Parazit,"403,850",12,Polimiozita Infecțioasă; Edem; Miozita cu Corpi de Incluziune; Polimiozita; Trichineloza; Miocardita; DIAREE; ENCEFALITA; Dermatomiozita și Polimiozita; Fasceita cu Eozinofile; EDEM; MUȘCHI — MIOZITA,erythrocutes; muscle; cutis; renes; myocardium; blood; tumica mucosa coli; colon; cerebrum totalis; occipital cerebrum; pulma; frontal cerebrum; cor
Eurytrema pancreaticum,Parazit,"420,350",12,Diabet zaharat de tip 2; Diabet zaharat (tip 1 și tip 2); Diabet zaharat; Diabet zaharat de tip 2 (DZNID); Pancreatita cronică; Icter obstructiv (extrahepatic sau intrahepatic); Icter; Diabet zaharat tip 2; Diabet zaharat tip I; ICTER (GALBINAREA); DIABET; Diabet zaharat de tip 1 (DZID),erythrocutes; bilirubin; renes; cauda pancreat.; blood; pancreas; hepar
Eurytrema pancreaticum stadii,Necunoscut,-,12,Diabet zaharat de tip 2; Diabet zaharat (tip 1 și tip 2); Diabet zaharat; Diabet zaharat de tip 2 (DZNID); Pancreatita cronică; Icter obstructiv (extrahepatic sau intrahepatic); Icter; Diabet zaharat tip 2; Diabet zaharat tip I; ICTER (GALBINAREA); DIABET; Diabet zaharat de tip 1 (DZID),erythrocutes; bilirubin; renes; cauda pancreat.; blood; pancreas; hepar
Eurytrema pancreaticum stagii,Necunoscut,-,12,Diabet zaharat de tip 2; Diabet zaharat (tip 1 și tip 2); Diabet zaharat; Diabet zaharat de tip 2 (DZNID); Pancreatita cronică; Icter obstructiv (extrahepatic sau intrahepatic); Icter; Diabet zaharat tip 2; Diabet zaharat tip I; ICTER (GALBINAREA); DIABET; Diabet zaharat de tip 1 (DZID),erythrocutes; bilirubin; renes; cauda pancreat.; blood; pancreas; hepar
Coxsackie B4,Necunoscut,"361,450",19,Pancreatita acută și cronică; Diabet zaharat (tip 1 și tip 2); Diabet zaharat de tip 2 (DZNID); Diabet zaharat tip 2; Pancreatita ereditară; Diabet zaharat de tip 2; Pancreatita biliară; Diabetul zaharat tip 1 și 2; Diabetul zaharat tip 1; Miocardita; Diabet zaharat de tip 1 (DZID); Diabetul zaharat de tip II cu depuneri amiloidice; Diabetul zaharat tip 2; Diabet zaharat; Pancreatita indusă de alcool; Pancreatita cronică; Diabet zaharat tip I; Neurofibromatoza de tip 1; DIABET,erythrocutes; ductus choledochus; medulla spinalis; cutis; renes; cauda pancreat.; vesica fellea; myocardium; blood; cerebrum totalis; pancreas; ductuli biliferi; cor
Tip Neg,Frecv. ucidere (khz),Frecv. Mare (kHz),6,Diabet zaharat de tip 2; Diabet zaharat de tip 2 (DZNID); Infecții provocate de Haemophilus influenzae tip b (Hib); Neurofibromatoza de tip 1; Diabet zaharat de tip 1 (DZID); Diabetul zaharat de tip II cu depuneri amiloidice,erythrocutes; medulla spinalis; cutis; membrana synovalis; renes; blood; pulma; cerebrum totalis; pancreas; dura mater encephali; cor
Norovirus (gripa stomacului),Virus,"5.905.452,03",4,ENTERITA; GASTROENTERITA; DIAREE; VĂRSĂTURI,duodenum; cardia; pylorus; tumica mucosa coli; colon; cerebrum totalis; ileum; nervus vagus; ventriculus; jejunum
Fasciolopsis buskii adult (are Myc),Parazit,"427,700",3,EDEM; DIAREE; Edem,erythrocutes; renes; blood; tumica mucosa coli; colon; cor
Hasstile sig. tricolor (adult),Parazit,"448,050",2,ENTERITA; DIAREE,duodenum; tumica mucosa coli; colon; ileum; jejunum
Fasciolopsis buski dezvoltat,425,427.5,3,EDEM; DIAREE; Edem,erythrocutes; renes; blood; tumica mucosa coli; colon; cor
Fasciolopsis buskii adult,434,435.1,3,EDEM; DIAREE; Edem,erythrocutes; renes; blood; tumica mucosa coli; colon; cor
Rotavirus,Virus,"5.592.267,06",4,ENTERITA; INCONTINENTA LA COPII; GASTROENTERITA; DIAREE,duodenum; cardia; pylorus; medulla spinalis; tumica mucosa coli; colon; ileum; ventriculus; vesies urinaria; jejunum
Bacillus cereus,Bacterie,"373,650",6,Infecții; Intoxicația cu gaz de ardere (fum sau gaz toxic); DIAREE; VĂRSĂTURI; Infecții oculare cu HSV; Infecții Herpetice Oculare,erythrocutes; lymph; blood; tumica mucosa coli; colon; conjunctiva; crystalline lens; pulma; cerebrum totalis; cornea; nervus vagus; ventriculus; vitreous body
Troglodytella abrassari,Bacterie,"377,750",2,ENTERITA; DIAREE,duodenum; tumica mucosa coli; colon; ileum; jejunum
Chilomastix cysts,Parazit,"388,950",1,DIAREE,tumica mucosa coli; colon
Chilomastix cysts (rat) (2nd range),Necunoscut,"425,200",1,DIAREE,tumica mucosa coli; colon
Chilomastix mesnili (trofozoite),Necunoscut,-,1,DIAREE,tumica mucosa coli; colon
Cryptocotyle lingua (adult),Parazit,"409,950",14,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; LEZIUNI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; muscle; cutis; os; vesica fellea; tumica mucosa coli; colon; ileum; bones; ductuli biliferi; jejunum
Echinoparyphium recurvatum,Parazit,"418,550",13,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; vesica fellea; tumica mucosa coli; colon; ileum; ductuli biliferi; jejunum
Hypodereum conoideum,Parazit,"424,450",13,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; vesica fellea; tumica mucosa coli; colon; ileum; ductuli biliferi; jejunum
Cryptocotyle lingua,Necunoscut,parazit,14,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; LEZIUNI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; muscle; cutis; os; vesica fellea; tumica mucosa coli; colon; ileum; bones; ductuli biliferi; jejunum
Cryptocotyle lingua (dezvoltat),Necunoscut,-,14,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; LEZIUNI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; muscle; cutis; os; vesica fellea; tumica mucosa coli; colon; ileum; bones; ductuli biliferi; jejunum
Deossimi vsenoso RE (Deoxinivalenol),Necunoscut,micotoxina,12,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; Diareea artificială (abuz de laxative, autoindusă); Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; vesica fellea; tumica mucosa coli; colon; ileum; ductuli biliferi; jejunum
Echinoporyphium recurvatum,421,423.9,13,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; vesica fellea; tumica mucosa coli; colon; ileum; ductuli biliferi; jejunum
Heterophyes heterophyes,Necunoscut,-,14,"Diareea osmotică; Diareea cronică; Diareea secretorie; DIAREEA CALATORULUI; LEZIUNI; Diareea artificială (abuz de laxative, autoindusă); ENTERITA; Diaree, Constipație și Malabsorbție; Diareea datorată medicației (AINS, laxative, antibiotice); DIAREE; Diareea acută; Diareea inflamatorie; INTESTINE — DIAREE; Diareea indusă de malabsorbția acizilor biliari (colecistectomie, boli ileale)",duodenum; ductus choledochus; muscle; cutis; os; vesica fellea; tumica mucosa coli; colon; ileum; bones; ductuli biliferi; jejunum
